D0601	1	0.1034	4	3	100	V	4	4	5	5	4	1	
D0601	10	0.2644	11	0	100	V	3	4	2	1	1	3	
D0601	14	0.046	2	0	100	V	5	4	3	1	1	1	
D0601	15	0.1379	7	1	100	V	4	4	4	2	2	3	
D0601	17	0.069	5	1	100	V	3	4	2	1	1	1	
D0601	18	0.0805	4	0	100	V	4	4	3	2	1	2	
D0601	19	0.1264	6	0	100	V	4	4	4	1	1	2	
D0601	2	0.1609	6	3	100	V	2	4	3	1	1	2	
D0601	22	0.2299	9	1	100	V	4	4	3	3	2	3	
D0601	23	0.2184	7	3	100	V	4	4	3	2	2	3	
D0601	24	0.2069	9	2	100	V	4	4	4	2	1	3	
D0601	25	0.023	1	0	100	V	4	4	3	1	1	1	
D0601	27	0.1839	7	0	100	V	4	4	4	3	3	2	
D0601	28	0.1034	5	1	100	V	5	4	4	1	1	1	
D0601	29	0.1264	6	1	100	V	5	4	3	2	2	1	
D0601	3	0.2299	10	3	100	V	3	4	3	1	1	3	
D0601	32	0.069	3	1	100	V	4	4	2	1	1	2	
D0601	33	0.1954	9	2	100	V	4	4	2	2	2	2	
D0601	35	0.092	4	0	100	V	5	4	3	1	1	2	
D0601	5	0.1264	8	2	100	V	4	4	4	2	2	2	
D0601	6	0	0	0	100	V	4	4	2	2	1	1	
D0601	8	0.1379	6	1	100	V	4	4	2	1	1	3	
D0603	1	0	0	0	101	B	2	5	5	4	3	1	
D0603	10	0.2	8	1	101	B	5	5	3	1	1	3	
D0603	14	0.1333	8	1	101	B	5	5	4	3	2	2	
D0603	15	0.1333	7	0	101	B	2	5	3	2	1	2	
D0603	17	0.2095	9	2	101	B	3	5	2	3	2	3	
D0603	18	0.0571	2	0	101	B	3	5	3	2	1	1	
D0603	19	0.0381	4	1	101	B	4	5	3	2	1	3	
D0603	2	0.181	10	0	101	B	5	5	4	3	2	2	
D0603	22	0.1905	10	0	101	B	4	5	3	3	2	3	
D0603	23	0.1048	7	0	101	B	5	5	5	2	2	1	
D0603	24	0.1333	7	0	101	B	4	5	3	3	3	2	
D0603	25	0.0952	5	0	101	B	2	5	2	3	1	2	
D0603	27	0.0762	4	0	101	B	5	5	5	5	5	3	
D0603	28	0.1238	7	2	101	B	4	5	4	1	1	2	
D0603	29	0.0667	4	0	101	B	5	5	3	2	1	2	
D0603	3	0.0857	5	0	101	B	4	5	3	2	1	3	
D0603	32	0.1048	6	0	101	B	4	5	3	2	1	3	
D0603	33	0.0762	4	1	101	B	3	4	3	2	2	3	
D0603	35	0.0381	3	0	101	B	5	5	3	3	3	2	
D0603	5	0.0381	4	0	101	B	5	5	3	2	1	1	
D0603	6	0.0571	3	0	101	B	2	5	5	2	1	1	
D0603	8	0.0762	6	0	101	B	4	5	5	2	1	1	
D0605	1	0	0	0	102	I	4	5	5	5	5	1	
D0605	10	0.0928	4	3	102	I	3	5	2	2	1	3	
D0605	14	0.0206	2	2	102	I	3	5	5	3	3	2	
D0605	15	0.1443	8	2	102	I	2	3	2	2	1	3	
D0605	17	0.0412	3	0	102	I	2	5	5	3	2	2	
D0605	18	0.0206	2	1	102	I	4	5	3	3	2	2	
D0605	19	0.0412	2	0	102	I	2	5	4	2	1	2	
D0605	2	0.1546	9	3	102	I	2	5	5	2	1	2	
D0605	22	0.0103	1	0	102	I	4	5	2	2	2	2	
D0605	23	0.0619	3	2	102	I	3	5	3	2	1	3	
D0605	24	0.0619	4	0	102	I	2	5	3	2	2	4	
D0605	25	0	0	0	102	I	3	5	4	2	2	3	
D0605	27	0.1443	9	2	102	I	3	5	5	4	3	4	
D0605	28	0.0309	3	0	102	I	4	3	2	2	2	2	
D0605	29	0.0619	4	0	102	I	4	5	3	2	1	2	
D0605	3	0.0619	5	6	102	I	5	5	2	2	1	2	
D0605	32	0.0619	5	0	102	I	2	5	2	2	1	3	
D0605	33	0.0309	2	0	102	I	5	5	3	4	3	3	
D0605	35	0.0412	2	3	102	I	4	5	2	4	2	3	
D0605	5	0.0928	6	8	102	I	5	5	4	3	2	2	
D0605	6	0.0825	4	3	102	I	5	5	3	3	3	2	
D0605	8	0.1753	9	9	102	I	2	5	2	1	1	2	
D0608	1	0.1538	4	0	103	A	4	3	4	3	3	3	
D0608	10	0.3846	8	0	103	A	1	4	1	2	1	3	
D0608	14	0.1154	3	0	103	A	2	4	1	2	2	2	
D0608	15	0.1154	4	0	103	A	1	4	1	3	2	3	
D0608	17	0.0769	2	0	103	A	4	4	1	2	2	2	
D0608	18	0.0577	1	0	103	A	4	4	4	2	3	2	
D0608	19	0.0577	3	0	103	A	1	4	1	2	2	3	
D0608	2	0.1346	5	0	103	A	1	1	3	4	2	2	
D0608	22	0.0385	1	0	103	A	4	4	1	2	3	3	
D0608	23	0.1731	4	0	103	A	1	4	4	3	2	3	
D0608	24	0.0192	1	1	103	A	1	4	4	4	4	3	
D0608	25	0.0577	2	0	103	A	1	4	1	1	1	2	
D0608	27	0.1538	6	0	103	A	5	5	2	4	4	4	
D0608	28	0.0192	1	0	103	A	4	4	4	2	2	4	
D0608	29	0.0577	2	0	103	A	1	4	1	1	1	2	
D0608	3	0.1538	5	0	103	A	1	4	1	2	2	2	
D0608	32	0.1154	3	1	103	A	1	3	1	1	1	4	
D0608	33	0.0962	2	0	103	A	1	4	3	3	3	3	
D0608	35	0.1154	4	1	103	A	4	4	2	4	3	4	
D0608	5	0.1154	3	1	103	A	1	4	2	2	2	4	
D0608	6	0.0769	3	0	103	A	3	1	2	2	2	4	
D0608	8	0.1923	5	0	103	A	4	3	3	3	2	5	
D0614	1	0.0635	3	0	104	L	4	4	4	5	5	2	
D0614	10	0.2222	4	0	104	L	3	4	4	3	2	3	
D0614	14	0.1905	5	1	104	L	3	4	4	3	3	3	
D0614	15	0.2222	5	1	104	L	4	3	4	3	4	3	
D0614	17	0.1111	3	0	104	L	2	4	4	3	2	2	
D0614	18	0.1111	3	0	104	L	4	4	3	3	2	3	
D0614	19	0.2698	5	0	104	L	3	4	2	3	2	3	
D0614	2	0.2063	4	2	104	L	4	4	4	3	2	2	
D0614	22	0.1905	6	6	104	L	5	3	4	2	2	3	
D0614	23	0.4127	10	13	104	L	4	4	4	3	3	3	
D0614	24	0.1746	4	9	104	L	4	5	5	4	4	4	
D0614	25	0.127	4	0	104	L	3	4	4	4	3	4	
D0614	27	0.2381	6	5	104	L	5	5	4	5	4	5	
D0614	28	0.3333	8	2	104	L	5	2	4	4	3	4	
D0614	29	0.2222	5	2	104	L	5	4	4	3	3	4	
D0614	3	0.3016	7	2	104	L	5	5	4	4	3	3	
D0614	32	0.2222	8	2	104	L	3	3	2	2	1	2	
D0614	33	0.3175	8	7	104	L	2	4	4	4	2	4	
D0614	35	0.127	3	0	104	L	5	3	4	4	4	4	
D0614	5	0.2222	5	2	104	L	3	4	4	3	2	2	
D0614	6	0.4762	10	0	104	L	3	4	3	3	2	2	
D0614	8	0.2857	6	1	104	L	3	2	3	3	2	3	
D0615	1	0.08	2	1	105	S	5	5	5	4	5	1	
D0615	10	0.22	7	0	105	S	4	5	1	3	3	4	
D0615	14	0.2	6	0	105	S	5	5	4	3	3	3	
D0615	15	0.12	4	1	105	S	4	5	2	3	3	3	
D0615	17	0.14	4	0	105	S	4	5	4	3	4	2	
D0615	18	0.02	1	0	105	S	5	5	2	3	3	2	
D0615	19	0.06	2	0	105	S	4	5	1	3	3	3	
D0615	2	0.18	6	1	105	S	4	5	3	3	3	3	
D0615	22	0.04	2	1	105	S	5	5	1	3	3	3	
D0615	23	0.16	6	2	105	S	4	5	4	3	3	3	
D0615	24	0.16	4	1	105	S	4	5	3	3	4	4	
D0615	25	0.14	4	0	105	S	3	5	4	3	4	4	
D0615	27	0.18	5	0	105	S	5	5	4	4	5	4	
D0615	28	0.12	4	3	105	S	5	4	4	4	4	2	
D0615	29	0.1	3	1	105	S	4	5	3	3	3	2	
